participant,day,scale,score
36,84,stress,0
36,84,pos_aff,0.8
36,84,neg_aff,0
36,85,stress,1
36,85,pos_aff,1.4
36,85,neg_aff,0.2
36,86,stress,0
36,86,pos_aff,0.8
36,86,neg_aff,0
36,87,stress,0
36,87,pos_aff,1.2
36,87,neg_aff,0
36,88,stress,0
36,88,pos_aff,1.2
36,88,neg_aff,0
36,89,stress,0
36,89,pos_aff,0.8
36,89,neg_aff,0
36,90,stress,0
36,90,pos_aff,1
36,90,neg_aff,0
36,91,stress,0
36,91,pos_aff,0.8
36,91,neg_aff,0
36,92,stress,0
36,92,pos_aff,1.6
36,92,neg_aff,0
36,93,stress,NA
36,93,pos_aff,NA
36,93,neg_aff,NA
36,94,stress,0
36,94,pos_aff,1.2
36,94,neg_aff,0
36,95,stress,0
36,95,pos_aff,0.8
36,95,neg_aff,0
36,96,stress,0
36,96,pos_aff,1
36,96,neg_aff,0
36,97,stress,0
36,97,pos_aff,0
36,97,neg_aff,0
36,98,stress,0
36,98,pos_aff,1
36,98,neg_aff,0
36,99,stress,0
36,99,pos_aff,1.2
36,99,neg_aff,0
36,100,stress,0
36,100,pos_aff,1
36,100,neg_aff,0
36,101,stress,0
36,101,pos_aff,1.4
36,101,neg_aff,0
37,1,stress,2
37,1,pos_aff,2.4
37,1,neg_aff,1
37,2,stress,1
37,2,pos_aff,2.8
37,2,neg_aff,0.4
37,3,stress,3
37,3,pos_aff,0.8
37,3,neg_aff,1.2
37,4,stress,1
37,4,pos_aff,3
37,4,neg_aff,0.2
37,5,stress,2
37,5,pos_aff,1
37,5,neg_aff,1
37,6,stress,0
37,6,pos_aff,1.2
37,6,neg_aff,0.4
37,7,stress,2
37,7,pos_aff,2.4
37,7,neg_aff,0.2
37,8,stress,3
37,8,pos_aff,1.4
37,8,neg_aff,1.8
37,9,stress,0
37,9,pos_aff,0.2
37,9,neg_aff,0.6
37,10,stress,NA
37,10,pos_aff,NA
37,10,neg_aff,NA
37,11,stress,2
37,11,pos_aff,0.2
37,11,neg_aff,1.4
37,12,stress,4
37,12,pos_aff,0.8
37,12,neg_aff,1.8
37,13,stress,2
37,13,pos_aff,0.4
37,13,neg_aff,0.8
37,14,stress,2
37,14,pos_aff,1
37,14,neg_aff,0.6
37,15,stress,1
37,15,pos_aff,0.2
37,15,neg_aff,0.6
37,16,stress,1
37,16,pos_aff,1.6
37,16,neg_aff,0.6
37,17,stress,NA
37,17,pos_aff,NA
37,17,neg_aff,NA
37,18,stress,2
37,18,pos_aff,1.6
37,18,neg_aff,1
37,19,stress,1
37,19,pos_aff,2.4
37,19,neg_aff,0.4
37,20,stress,3
37,20,pos_aff,0.4
37,20,neg_aff,1.4
37,21,stress,NA
37,21,pos_aff,NA
37,21,neg_aff,NA
37,22,stress,1
37,22,pos_aff,0.8
37,22,neg_aff,0.4
37,23,stress,2
37,23,pos_aff,0.6
37,23,neg_aff,1.6
37,24,stress,2
37,24,pos_aff,0.2
37,24,neg_aff,1.8
37,25,stress,2
37,25,pos_aff,1
37,25,neg_aff,1.8
37,26,stress,2
37,26,pos_aff,0.8
37,26,neg_aff,1.2
37,27,stress,1
37,27,pos_aff,1.2
37,27,neg_aff,0.4
37,28,stress,0
37,28,pos_aff,1.6
37,28,neg_aff,0
37,29,stress,0
37,29,pos_aff,2.2
37,29,neg_aff,0
37,30,stress,3
37,30,pos_aff,1.4
37,30,neg_aff,1
37,31,stress,4
37,31,pos_aff,1.2
37,31,neg_aff,2.2
37,32,stress,4
37,32,pos_aff,1.6
37,32,neg_aff,0.6
37,33,stress,1
37,33,pos_aff,1
37,33,neg_aff,0.2
37,34,stress,0
37,34,pos_aff,1.2
37,34,neg_aff,0.6
37,35,stress,1
37,35,pos_aff,1.4
37,35,neg_aff,0.2
37,36,stress,1
37,36,pos_aff,0.8
37,36,neg_aff,0.6
37,37,stress,1
37,37,pos_aff,0.4
37,37,neg_aff,1
37,38,stress,2
37,38,pos_aff,0.2
37,38,neg_aff,1.2
37,39,stress,1
37,39,pos_aff,0.8
37,39,neg_aff,1.2
37,40,stress,1
37,40,pos_aff,1
37,40,neg_aff,0.6
37,41,stress,2
37,41,pos_aff,0.8
37,41,neg_aff,1
37,42,stress,NA
37,42,pos_aff,NA
37,42,neg_aff,NA
37,43,stress,2
37,43,pos_aff,1.8
37,43,neg_aff,0.2
37,44,stress,1
37,44,pos_aff,0.6
37,44,neg_aff,0.8
37,45,stress,2
37,45,pos_aff,1.4
37,45,neg_aff,0.4
37,46,stress,3
37,46,pos_aff,1
37,46,neg_aff,0.4
37,47,stress,2
37,47,pos_aff,1
37,47,neg_aff,0.6
37,48,stress,NA
37,48,pos_aff,NA
37,48,neg_aff,NA
37,49,stress,NA
37,49,pos_aff,NA
37,49,neg_aff,NA
37,50,stress,1
37,50,pos_aff,1.4
37,50,neg_aff,0.8
37,51,stress,NA
37,51,pos_aff,NA
37,51,neg_aff,NA
37,52,stress,3
37,52,pos_aff,0.8
37,52,neg_aff,1
37,53,stress,3
37,53,pos_aff,1.6
37,53,neg_aff,2.4
37,54,stress,1
37,54,pos_aff,1
37,54,neg_aff,0
37,55,stress,NA
37,55,pos_aff,NA
37,55,neg_aff,NA
37,56,stress,1
37,56,pos_aff,1.2
37,56,neg_aff,0.8
37,57,stress,NA
37,57,pos_aff,NA
37,57,neg_aff,NA
37,58,stress,4
37,58,pos_aff,0.8
37,58,neg_aff,0.8
37,59,stress,NA
37,59,pos_aff,NA
37,59,neg_aff,NA
37,60,stress,NA
37,60,pos_aff,NA
37,60,neg_aff,NA
37,61,stress,0
37,61,pos_aff,2.8
37,61,neg_aff,0.4
37,62,stress,3
37,62,pos_aff,1
37,62,neg_aff,1
37,63,stress,3
37,63,pos_aff,1.2
37,63,neg_aff,2
37,64,stress,3
37,64,pos_aff,0.6
37,64,neg_aff,1.6
37,65,stress,1
37,65,pos_aff,0.8
37,65,neg_aff,0.8
37,66,stress,1
37,66,pos_aff,0.6
37,66,neg_aff,0.6
37,67,stress,2
37,67,pos_aff,0.4
37,67,neg_aff,1.4
37,68,stress,2
37,68,pos_aff,1
37,68,neg_aff,0.6
37,69,stress,2
37,69,pos_aff,1.8
37,69,neg_aff,0.2
37,70,stress,0
37,70,pos_aff,1.2
37,70,neg_aff,2.2
37,71,stress,3
37,71,pos_aff,1.2
37,71,neg_aff,1.8
37,72,stress,2
37,72,pos_aff,1.2
37,72,neg_aff,2.2
37,73,stress,2
37,73,pos_aff,1
37,73,neg_aff,1
37,74,stress,1
37,74,pos_aff,0.6
37,74,neg_aff,0.6
37,75,stress,NA
37,75,pos_aff,NA
37,75,neg_aff,NA
37,76,stress,2
37,76,pos_aff,2.2
37,76,neg_aff,0.6
37,77,stress,2
37,77,pos_aff,2.4
37,77,neg_aff,0.6
37,78,stress,3
37,78,pos_aff,0.8
37,78,neg_aff,1.2
37,79,stress,4
37,79,pos_aff,0.6
37,79,neg_aff,1.8
37,80,stress,2
37,80,pos_aff,0.6
37,80,neg_aff,1.8
37,81,stress,0
37,81,pos_aff,1.6
37,81,neg_aff,0.2
37,82,stress,1
37,82,pos_aff,0.2
37,82,neg_aff,1
37,83,stress,0
37,83,pos_aff,1.2
37,83,neg_aff,0.8
37,84,stress,1
37,84,pos_aff,1
37,84,neg_aff,2.6
37,85,stress,1
37,85,pos_aff,0.4
37,85,neg_aff,1
37,86,stress,2
37,86,pos_aff,1.2
37,86,neg_aff,1.2
37,87,stress,0
37,87,pos_aff,0.8
37,87,neg_aff,0.6
37,88,stress,1
37,88,pos_aff,0.8
37,88,neg_aff,0.6
37,89,stress,1
37,89,pos_aff,1
37,89,neg_aff,0.2
37,90,stress,1
37,90,pos_aff,1.6
37,90,neg_aff,1
37,91,stress,1
37,91,pos_aff,1.2
37,91,neg_aff,0.4
37,92,stress,1
37,92,pos_aff,1.2
37,92,neg_aff,0.2
37,93,stress,1
37,93,pos_aff,1.6
37,93,neg_aff,1.2
37,94,stress,2
37,94,pos_aff,1.2
37,94,neg_aff,1
37,95,stress,1
37,95,pos_aff,0.4
37,95,neg_aff,1.4
37,96,stress,0
37,96,pos_aff,0
37,96,neg_aff,1.6
37,97,stress,0
37,97,pos_aff,1.8
37,97,neg_aff,0.8
37,98,stress,1
37,98,pos_aff,0.6
37,98,neg_aff,1.8
37,99,stress,1
37,99,pos_aff,0.2
37,99,neg_aff,0.6
37,100,stress,1
37,100,pos_aff,0.8
37,100,neg_aff,0.4
37,101,stress,0
37,101,pos_aff,0.6
37,101,neg_aff,0
38,1,stress,NA
38,1,pos_aff,NA
38,1,neg_aff,NA
38,2,stress,NA
38,2,pos_aff,NA
38,2,neg_aff,NA
38,3,stress,1
38,3,pos_aff,2
38,3,neg_aff,0.8
38,4,stress,NA
38,4,pos_aff,NA
38,4,neg_aff,NA
38,5,stress,1
38,5,pos_aff,2.8
38,5,neg_aff,0
38,6,stress,0
38,6,pos_aff,1.8
38,6,neg_aff,0.2
38,7,stress,3
38,7,pos_aff,1.8
38,7,neg_aff,0.2
38,8,stress,3
38,8,pos_aff,2.2
38,8,neg_aff,2.8
38,9,stress,1
38,9,pos_aff,0.8
38,9,neg_aff,0.6
38,10,stress,2
38,10,pos_aff,0.8
38,10,neg_aff,2.6
38,11,stress,0
38,11,pos_aff,1
38,11,neg_aff,0
38,12,stress,NA
38,12,pos_aff,NA
38,12,neg_aff,NA
38,13,stress,0
38,13,pos_aff,0
38,13,neg_aff,0
38,14,stress,0
38,14,pos_aff,0
38,14,neg_aff,0
38,15,stress,NA
38,15,pos_aff,NA
38,15,neg_aff,NA
38,16,stress,1
38,16,pos_aff,0
38,16,neg_aff,0
38,17,stress,NA
38,17,pos_aff,NA
38,17,neg_aff,NA
38,18,stress,0
38,18,pos_aff,0.4
38,18,neg_aff,0
38,19,stress,0
38,19,pos_aff,1.2
38,19,neg_aff,0
38,20,stress,0
38,20,pos_aff,0
38,20,neg_aff,0
38,21,stress,0
38,21,pos_aff,0
38,21,neg_aff,0
38,22,stress,1
38,22,pos_aff,0
38,22,neg_aff,0
38,23,stress,0
38,23,pos_aff,0
38,23,neg_aff,0
38,24,stress,0
38,24,pos_aff,0.6
38,24,neg_aff,0
38,25,stress,1
38,25,pos_aff,0
38,25,neg_aff,0
38,26,stress,0
38,26,pos_aff,0.6
38,26,neg_aff,0
38,27,stress,0
38,27,pos_aff,0.8
38,27,neg_aff,0.4
38,28,stress,NA
38,28,pos_aff,NA
38,28,neg_aff,NA
38,29,stress,1
38,29,pos_aff,0.8
38,29,neg_aff,0
38,30,stress,0
38,30,pos_aff,0.2
38,30,neg_aff,0
38,31,stress,1
38,31,pos_aff,0
38,31,neg_aff,1.4
38,32,stress,1
38,32,pos_aff,1.2
38,32,neg_aff,0
38,33,stress,0
38,33,pos_aff,1.4
38,33,neg_aff,0
38,34,stress,0
38,34,pos_aff,0.6
38,34,neg_aff,0
38,35,stress,1
38,35,pos_aff,1.8
38,35,neg_aff,0
38,36,stress,0
38,36,pos_aff,0.8
38,36,neg_aff,0
38,37,stress,1
38,37,pos_aff,0
38,37,neg_aff,0
38,38,stress,NA
38,38,pos_aff,NA
38,38,neg_aff,NA
38,39,stress,1
38,39,pos_aff,NA
38,39,neg_aff,0
38,40,stress,0
38,40,pos_aff,0
38,40,neg_aff,0.25
38,41,stress,NA
38,41,pos_aff,NA
38,41,neg_aff,NA
38,42,stress,0
38,42,pos_aff,2.8
38,42,neg_aff,0.4
38,43,stress,0
38,43,pos_aff,NA
38,43,neg_aff,NA
38,44,stress,1
38,44,pos_aff,0.6
38,44,neg_aff,1.4
38,45,stress,1
38,45,pos_aff,0
38,45,neg_aff,0
38,46,stress,0
38,46,pos_aff,0
38,46,neg_aff,0
38,47,stress,0
38,47,pos_aff,0
38,47,neg_aff,0
38,48,stress,0
38,48,pos_aff,0.4
38,48,neg_aff,0.5
38,49,stress,NA
38,49,pos_aff,NA
38,49,neg_aff,NA
38,50,stress,0
38,50,pos_aff,0
38,50,neg_aff,0
38,51,stress,1
38,51,pos_aff,0
38,51,neg_aff,0
38,52,stress,0
38,52,pos_aff,0
38,52,neg_aff,0.2
38,53,stress,0
38,53,pos_aff,0
38,53,neg_aff,0
38,54,stress,0
38,54,pos_aff,0
38,54,neg_aff,0
38,55,stress,0
38,55,pos_aff,0
38,55,neg_aff,0
38,56,stress,0
38,56,pos_aff,0
38,56,neg_aff,0
38,57,stress,0
38,57,pos_aff,0
38,57,neg_aff,0
38,58,stress,NA
38,58,pos_aff,NA
38,58,neg_aff,NA
38,59,stress,0
38,59,pos_aff,0
38,59,neg_aff,0
38,60,stress,0
38,60,pos_aff,0
38,60,neg_aff,0
38,61,stress,NA
38,61,pos_aff,NA
38,61,neg_aff,NA
38,62,stress,0
38,62,pos_aff,0
38,62,neg_aff,0
38,63,stress,NA
38,63,pos_aff,NA
38,63,neg_aff,NA
38,64,stress,NA
38,64,pos_aff,NA
38,64,neg_aff,NA
38,65,stress,NA
38,65,pos_aff,NA
38,65,neg_aff,NA
38,66,stress,0
38,66,pos_aff,0
38,66,neg_aff,0
38,67,stress,1
38,67,pos_aff,0
38,67,neg_aff,0
38,68,stress,NA
38,68,pos_aff,NA
38,68,neg_aff,NA
38,69,stress,0
38,69,pos_aff,0
38,69,neg_aff,0
38,70,stress,0
38,70,pos_aff,0
38,70,neg_aff,0
38,71,stress,0
38,71,pos_aff,1
38,71,neg_aff,0
38,72,stress,NA
38,72,pos_aff,NA
38,72,neg_aff,NA
38,73,stress,NA
38,73,pos_aff,NA
38,73,neg_aff,NA
38,74,stress,0
38,74,pos_aff,0
38,74,neg_aff,0.4
38,75,stress,0
38,75,pos_aff,0
38,75,neg_aff,0
38,76,stress,0
38,76,pos_aff,0
38,76,neg_aff,0
38,77,stress,0
38,77,pos_aff,0
38,77,neg_aff,0.6
38,78,stress,0
38,78,pos_aff,0
38,78,neg_aff,0
38,79,stress,0
38,79,pos_aff,0.4
38,79,neg_aff,0
38,80,stress,0
38,80,pos_aff,0
38,80,neg_aff,1.2
38,81,stress,1
38,81,pos_aff,0
38,81,neg_aff,0
38,82,stress,NA
38,82,pos_aff,NA
38,82,neg_aff,NA
38,83,stress,0
38,83,pos_aff,0
38,83,neg_aff,0
38,84,stress,0
38,84,pos_aff,0
38,84,neg_aff,0
38,85,stress,0
38,85,pos_aff,0
38,85,neg_aff,0
38,86,stress,0
38,86,pos_aff,0
38,86,neg_aff,0
38,87,stress,NA
38,87,pos_aff,NA
38,87,neg_aff,NA
38,88,stress,1
38,88,pos_aff,0
38,88,neg_aff,0
38,89,stress,1
38,89,pos_aff,0
38,89,neg_aff,0.4
38,90,stress,0
38,90,pos_aff,0
38,90,neg_aff,0
38,91,stress,0
38,91,pos_aff,0
38,91,neg_aff,0
38,92,stress,0
38,92,pos_aff,2.8
38,92,neg_aff,0
38,93,stress,0
38,93,pos_aff,0
38,93,neg_aff,0
38,94,stress,0
38,94,pos_aff,0.8
38,94,neg_aff,0
38,95,stress,2
38,95,pos_aff,0
38,95,neg_aff,2
38,96,stress,0
38,96,pos_aff,0
38,96,neg_aff,0.2
38,97,stress,0
38,97,pos_aff,0.2
38,97,neg_aff,0
38,98,stress,0
38,98,pos_aff,1.2
38,98,neg_aff,0.6
38,99,stress,0
38,99,pos_aff,0.4
38,99,neg_aff,0.5
38,100,stress,0
38,100,pos_aff,1
38,100,neg_aff,0
38,101,stress,0
38,101,pos_aff,0.2
38,101,neg_aff,0
39,1,stress,2
39,1,pos_aff,1.2
39,1,neg_aff,0.4
39,2,stress,3
39,2,pos_aff,2
39,2,neg_aff,1.2
39,3,stress,4
39,3,pos_aff,0.8
39,3,neg_aff,1.2
39,4,stress,1
39,4,pos_aff,0.6
39,4,neg_aff,0
39,5,stress,0
39,5,pos_aff,1.6
39,5,neg_aff,0
39,6,stress,2
39,6,pos_aff,0.4
39,6,neg_aff,0.4
39,7,stress,0
39,7,pos_aff,0.2
39,7,neg_aff,0
39,8,stress,3
39,8,pos_aff,0.8
39,8,neg_aff,0.2
39,9,stress,0
39,9,pos_aff,0.2
39,9,neg_aff,0
39,10,stress,2
39,10,pos_aff,0
39,10,neg_aff,0.2
39,11,stress,2
39,11,pos_aff,0
39,11,neg_aff,0
39,12,stress,1
39,12,pos_aff,0
39,12,neg_aff,0.2
39,13,stress,1
39,13,pos_aff,0
39,13,neg_aff,0.4
39,14,stress,4
39,14,pos_aff,0
39,14,neg_aff,0
39,15,stress,2
39,15,pos_aff,0.6
39,15,neg_aff,0
39,16,stress,NA
39,16,pos_aff,NA
39,16,neg_aff,NA
39,17,stress,2
39,17,pos_aff,0.8
39,17,neg_aff,0
39,18,stress,2
39,18,pos_aff,0
39,18,neg_aff,0
39,19,stress,3
39,19,pos_aff,0
39,19,neg_aff,0.6
39,20,stress,0
39,20,pos_aff,0
39,20,neg_aff,0
39,21,stress,4
39,21,pos_aff,0
39,21,neg_aff,1
39,22,stress,0
39,22,pos_aff,0
39,22,neg_aff,0
39,23,stress,2
39,23,pos_aff,0
39,23,neg_aff,0
39,24,stress,NA
39,24,pos_aff,NA
39,24,neg_aff,NA
39,25,stress,0
39,25,pos_aff,0.4
39,25,neg_aff,0
39,26,stress,1
39,26,pos_aff,0
39,26,neg_aff,0
39,27,stress,2
39,27,pos_aff,0.4
39,27,neg_aff,0.8
39,28,stress,2
39,28,pos_aff,0.8
39,28,neg_aff,0.6
39,29,stress,0
39,29,pos_aff,0.8
39,29,neg_aff,0
39,30,stress,1
39,30,pos_aff,0
39,30,neg_aff,0.4
39,31,stress,0
39,31,pos_aff,0
39,31,neg_aff,0
39,32,stress,0
39,32,pos_aff,0.4
39,32,neg_aff,0.2
39,33,stress,0
39,33,pos_aff,0.2
39,33,neg_aff,0
39,34,stress,0
39,34,pos_aff,0.2
39,34,neg_aff,0
39,35,stress,0
39,35,pos_aff,0
39,35,neg_aff,0
39,36,stress,1
39,36,pos_aff,0
39,36,neg_aff,0.2
39,37,stress,NA
39,37,pos_aff,NA
39,37,neg_aff,NA
39,38,stress,NA
39,38,pos_aff,NA
39,38,neg_aff,NA
39,39,stress,0
39,39,pos_aff,0
39,39,neg_aff,0
39,40,stress,1
39,40,pos_aff,0
39,40,neg_aff,0.6
39,41,stress,0
39,41,pos_aff,0
39,41,neg_aff,0
39,42,stress,1
39,42,pos_aff,0
39,42,neg_aff,0.4
39,43,stress,2
39,43,pos_aff,0
39,43,neg_aff,0.8
39,44,stress,0
39,44,pos_aff,0
39,44,neg_aff,0.2
39,45,stress,1
39,45,pos_aff,0
39,45,neg_aff,0
39,46,stress,0
39,46,pos_aff,0
39,46,neg_aff,0
39,47,stress,0
39,47,pos_aff,0
39,47,neg_aff,0
39,48,stress,2
39,48,pos_aff,0.2
39,48,neg_aff,0.4
39,49,stress,0
39,49,pos_aff,0
39,49,neg_aff,0
39,50,stress,0
39,50,pos_aff,0
39,50,neg_aff,0
39,51,stress,NA
39,51,pos_aff,NA
39,51,neg_aff,NA
39,52,stress,2
39,52,pos_aff,0
39,52,neg_aff,0
39,53,stress,1
39,53,pos_aff,0
39,53,neg_aff,0.2
39,54,stress,1
39,54,pos_aff,0
39,54,neg_aff,0
39,55,stress,NA
39,55,pos_aff,NA
39,55,neg_aff,NA
39,56,stress,1
39,56,pos_aff,0.2
39,56,neg_aff,0.6
39,57,stress,0
39,57,pos_aff,0.6
39,57,neg_aff,0
39,58,stress,1
39,58,pos_aff,0.2
39,58,neg_aff,0
39,59,stress,0
39,59,pos_aff,0
39,59,neg_aff,0
39,60,stress,1
39,60,pos_aff,0
39,60,neg_aff,0.2
39,61,stress,0
39,61,pos_aff,0.4
39,61,neg_aff,0
39,62,stress,0
39,62,pos_aff,0
39,62,neg_aff,0
39,63,stress,NA
39,63,pos_aff,NA
39,63,neg_aff,NA
39,64,stress,0
39,64,pos_aff,0
39,64,neg_aff,0
39,65,stress,1
39,65,pos_aff,0.4
39,65,neg_aff,0
39,66,stress,NA
39,66,pos_aff,NA
39,66,neg_aff,NA
39,67,stress,0
39,67,pos_aff,0.8
39,67,neg_aff,0
39,68,stress,0
39,68,pos_aff,0
39,68,neg_aff,0
39,69,stress,1
39,69,pos_aff,0
39,69,neg_aff,0.4
39,70,stress,2
39,70,pos_aff,0
39,70,neg_aff,0.6
39,71,stress,1
39,71,pos_aff,0
39,71,neg_aff,0
39,72,stress,1
39,72,pos_aff,0
39,72,neg_aff,0.4
39,73,stress,NA
39,73,pos_aff,NA
39,73,neg_aff,NA
39,74,stress,0
39,74,pos_aff,0
39,74,neg_aff,0
39,75,stress,0
39,75,pos_aff,0
39,75,neg_aff,0
39,76,stress,0
39,76,pos_aff,0
39,76,neg_aff,0
39,77,stress,1
39,77,pos_aff,0
39,77,neg_aff,0
39,78,stress,0
39,78,pos_aff,0.4
39,78,neg_aff,0
39,79,stress,NA
39,79,pos_aff,NA
39,79,neg_aff,NA
39,80,stress,NA
39,80,pos_aff,NA
39,80,neg_aff,NA
39,81,stress,0
39,81,pos_aff,0
39,81,neg_aff,0
39,82,stress,0
39,82,pos_aff,0.4
39,82,neg_aff,0
39,83,stress,0
39,83,pos_aff,0
39,83,neg_aff,0
39,84,stress,2
39,84,pos_aff,0.2
39,84,neg_aff,0.6
39,85,stress,0
39,85,pos_aff,0
39,85,neg_aff,0
39,86,stress,0
39,86,pos_aff,0
39,86,neg_aff,0.2
39,87,stress,0
39,87,pos_aff,0.2
39,87,neg_aff,0
39,88,stress,0
39,88,pos_aff,0.2
39,88,neg_aff,0
39,89,stress,1
39,89,pos_aff,0.8
39,89,neg_aff,0.8
39,90,stress,1
39,90,pos_aff,0.2
39,90,neg_aff,1
39,91,stress,0
39,91,pos_aff,0
39,91,neg_aff,0.6
39,92,stress,0
39,92,pos_aff,0
39,92,neg_aff,0.2
39,93,stress,NA
39,93,pos_aff,NA
39,93,neg_aff,NA
39,94,stress,NA
39,94,pos_aff,NA
39,94,neg_aff,NA
39,95,stress,2
39,95,pos_aff,0
39,95,neg_aff,0
39,96,stress,1
39,96,pos_aff,0
39,96,neg_aff,0.2
39,97,stress,1
39,97,pos_aff,0.8
39,97,neg_aff,0
39,98,stress,0
39,98,pos_aff,0
39,98,neg_aff,0
39,99,stress,0
39,99,pos_aff,0
39,99,neg_aff,0
39,100,stress,NA
39,100,pos_aff,NA
39,100,neg_aff,NA
39,101,stress,0
39,101,pos_aff,0
39,101,neg_aff,0
40,1,stress,1
40,1,pos_aff,1.4
40,1,neg_aff,0.6
40,2,stress,0
40,2,pos_aff,1.8
40,2,neg_aff,0.2
40,3,stress,0
40,3,pos_aff,1.6
40,3,neg_aff,0.2
40,4,stress,0
40,4,pos_aff,1.2
40,4,neg_aff,0.2
40,5,stress,0
40,5,pos_aff,1.2
40,5,neg_aff,0.2
40,6,stress,0
40,6,pos_aff,1.4
40,6,neg_aff,0.2
40,7,stress,0
40,7,pos_aff,1.2
40,7,neg_aff,0.2
40,8,stress,1
40,8,pos_aff,2.4
40,8,neg_aff,0.4
40,9,stress,NA
40,9,pos_aff,NA
40,9,neg_aff,NA
40,10,stress,0
40,10,pos_aff,1.6
40,10,neg_aff,0.2
40,11,stress,0
40,11,pos_aff,1.2
40,11,neg_aff,0.2
40,12,stress,1
40,12,pos_aff,2.6
40,12,neg_aff,0.4
40,13,stress,1
40,13,pos_aff,1.6
40,13,neg_aff,0.25
40,14,stress,1
40,14,pos_aff,1.6
40,14,neg_aff,0
40,15,stress,1
40,15,pos_aff,3
40,15,neg_aff,0.4
40,16,stress,0
40,16,pos_aff,2
40,16,neg_aff,0
40,17,stress,0
40,17,pos_aff,1.6
40,17,neg_aff,0.2
40,18,stress,1
40,18,pos_aff,0.4
40,18,neg_aff,0.5
40,19,stress,3
40,19,pos_aff,0.2
40,19,neg_aff,0.8
40,20,stress,1
40,20,pos_aff,0.8
40,20,neg_aff,0.2
40,21,stress,2
40,21,pos_aff,1.2
40,21,neg_aff,0.2
40,22,stress,1
40,22,pos_aff,1.6
40,22,neg_aff,0.2
40,23,stress,1
40,23,pos_aff,1
40,23,neg_aff,0.4
40,24,stress,0
40,24,pos_aff,2
40,24,neg_aff,0
40,25,stress,0
40,25,pos_aff,1.2
40,25,neg_aff,0
40,26,stress,0
40,26,pos_aff,1
40,26,neg_aff,0.2
40,27,stress,1
40,27,pos_aff,2.4
40,27,neg_aff,0.2
40,28,stress,1
40,28,pos_aff,2.2
40,28,neg_aff,0.2
40,29,stress,1
40,29,pos_aff,2
40,29,neg_aff,0.2
40,30,stress,0
40,30,pos_aff,2
40,30,neg_aff,0
40,31,stress,0
40,31,pos_aff,1.2
40,31,neg_aff,0.2
40,32,stress,0
40,32,pos_aff,1.8
40,32,neg_aff,0
40,33,stress,NA
40,33,pos_aff,NA
40,33,neg_aff,NA
40,34,stress,1
40,34,pos_aff,2
40,34,neg_aff,0.4
40,35,stress,0
40,35,pos_aff,2
40,35,neg_aff,0
40,36,stress,1
40,36,pos_aff,1.8
40,36,neg_aff,0.4
40,37,stress,1
40,37,pos_aff,2
40,37,neg_aff,0.2
40,38,stress,0
40,38,pos_aff,2
40,38,neg_aff,0
40,39,stress,0
40,39,pos_aff,2
40,39,neg_aff,0
40,40,stress,0
40,40,pos_aff,2
40,40,neg_aff,0
40,41,stress,0
40,41,pos_aff,2
40,41,neg_aff,0
40,42,stress,0
40,42,pos_aff,1.6
40,42,neg_aff,0
40,43,stress,0
40,43,pos_aff,2
40,43,neg_aff,0
40,44,stress,0
40,44,pos_aff,1.2
40,44,neg_aff,0
40,45,stress,0
40,45,pos_aff,1.2
40,45,neg_aff,0
40,46,stress,NA
40,46,pos_aff,NA
40,46,neg_aff,NA
40,47,stress,0
40,47,pos_aff,2
40,47,neg_aff,0
40,48,stress,0
40,48,pos_aff,1.6
40,48,neg_aff,0
40,49,stress,1
40,49,pos_aff,2
40,49,neg_aff,0.2
40,50,stress,0
40,50,pos_aff,2.4
40,50,neg_aff,0.2
40,51,stress,0
40,51,pos_aff,2.4
40,51,neg_aff,0.2
40,52,stress,NA
40,52,pos_aff,NA
40,52,neg_aff,NA
40,53,stress,0
40,53,pos_aff,1.8
40,53,neg_aff,0
40,54,stress,0
40,54,pos_aff,2
40,54,neg_aff,0
40,55,stress,0
40,55,pos_aff,1.8
40,55,neg_aff,0
40,56,stress,0
40,56,pos_aff,2
40,56,neg_aff,0
40,57,stress,1
40,57,pos_aff,1.6
40,57,neg_aff,0
40,58,stress,0
40,58,pos_aff,1.6
40,58,neg_aff,0
40,59,stress,0
40,59,pos_aff,2
40,59,neg_aff,0
40,60,stress,NA
40,60,pos_aff,NA
40,60,neg_aff,NA
40,61,stress,0
40,61,pos_aff,2.2
40,61,neg_aff,0
40,62,stress,0
40,62,pos_aff,2.6
40,62,neg_aff,0
40,63,stress,1
40,63,pos_aff,2
40,63,neg_aff,0
40,64,stress,0
40,64,pos_aff,2
40,64,neg_aff,0
40,65,stress,NA
40,65,pos_aff,NA
40,65,neg_aff,NA
40,66,stress,NA
40,66,pos_aff,NA
40,66,neg_aff,NA
40,67,stress,0
40,67,pos_aff,1.6
40,67,neg_aff,0.8
40,68,stress,NA
40,68,pos_aff,NA
40,68,neg_aff,NA
40,69,stress,NA
40,69,pos_aff,NA
40,69,neg_aff,NA
40,70,stress,NA
40,70,pos_aff,NA
40,70,neg_aff,NA
40,71,stress,1
40,71,pos_aff,2
40,71,neg_aff,0.2
40,72,stress,0
40,72,pos_aff,1.75
40,72,neg_aff,0
40,73,stress,2
40,73,pos_aff,2
40,73,neg_aff,0.2
40,74,stress,0
40,74,pos_aff,1
40,74,neg_aff,0
40,75,stress,0
40,75,pos_aff,1.2
40,75,neg_aff,0
40,76,stress,0
40,76,pos_aff,1.6
40,76,neg_aff,0
40,77,stress,0
40,77,pos_aff,2
