participant,day,scale,score
58,70,stress,NA
58,70,pos_aff,NA
58,70,neg_aff,NA
58,71,stress,2
58,71,pos_aff,0.8
58,71,neg_aff,1
58,72,stress,4
58,72,pos_aff,0.4
58,72,neg_aff,1
58,73,stress,2
58,73,pos_aff,0.4
58,73,neg_aff,1.6
58,74,stress,1
58,74,pos_aff,0.2
58,74,neg_aff,0.6
58,75,stress,3
58,75,pos_aff,0.8
58,75,neg_aff,2
58,76,stress,1
58,76,pos_aff,0.8
58,76,neg_aff,1.6
58,77,stress,4
58,77,pos_aff,0.8
58,77,neg_aff,1.4
58,78,stress,1
58,78,pos_aff,1.2
58,78,neg_aff,0.6
58,79,stress,2
58,79,pos_aff,1.2
58,79,neg_aff,0.6
58,80,stress,2
58,80,pos_aff,1.2
58,80,neg_aff,0.6
58,81,stress,4
58,81,pos_aff,1.2
58,81,neg_aff,0.6
58,82,stress,1
58,82,pos_aff,0.2
58,82,neg_aff,0.6
58,83,stress,2
58,83,pos_aff,1.2
58,83,neg_aff,0.6
58,84,stress,1
58,84,pos_aff,1.2
58,84,neg_aff,0.8
58,85,stress,2
58,85,pos_aff,0.4
58,85,neg_aff,0.6
58,86,stress,3
58,86,pos_aff,0.6
58,86,neg_aff,1
58,87,stress,3
58,87,pos_aff,1.2
58,87,neg_aff,1
58,88,stress,2
58,88,pos_aff,1
58,88,neg_aff,2
58,89,stress,2
58,89,pos_aff,0.6
58,89,neg_aff,1.6
58,90,stress,1
58,90,pos_aff,0.8
58,90,neg_aff,0.6
58,91,stress,2
58,91,pos_aff,1
58,91,neg_aff,0.8
58,92,stress,2
58,92,pos_aff,1.4
58,92,neg_aff,0.8
58,93,stress,3
58,93,pos_aff,1.2
58,93,neg_aff,2.2
58,94,stress,2
58,94,pos_aff,0.2
58,94,neg_aff,1.8
58,95,stress,2
58,95,pos_aff,0.8
58,95,neg_aff,1.4
58,96,stress,NA
58,96,pos_aff,NA
58,96,neg_aff,NA
58,97,stress,3
58,97,pos_aff,0.8
58,97,neg_aff,1
58,98,stress,1
58,98,pos_aff,0.2
58,98,neg_aff,0.6
58,99,stress,2
58,99,pos_aff,0.2
58,99,neg_aff,1.6
58,100,stress,2
58,100,pos_aff,0.6
58,100,neg_aff,0.6
58,101,stress,2
58,101,pos_aff,1.2
58,101,neg_aff,0.6
59,1,stress,2
59,1,pos_aff,2.2
59,1,neg_aff,1
59,2,stress,0
59,2,pos_aff,2.6
59,2,neg_aff,0.8
59,3,stress,0
59,3,pos_aff,2
59,3,neg_aff,0.6
59,4,stress,0
59,4,pos_aff,3.2
59,4,neg_aff,0.2
59,5,stress,1
59,5,pos_aff,2.2
59,5,neg_aff,0
59,6,stress,0
59,6,pos_aff,2.6
59,6,neg_aff,0.4
59,7,stress,2
59,7,pos_aff,2.4
59,7,neg_aff,0.8
59,8,stress,2
59,8,pos_aff,3.2
59,8,neg_aff,0.8
59,9,stress,2
59,9,pos_aff,0
59,9,neg_aff,0
59,10,stress,0
59,10,pos_aff,1.6
59,10,neg_aff,0.4
59,11,stress,1
59,11,pos_aff,2
59,11,neg_aff,0.2
59,12,stress,1
59,12,pos_aff,2.8
59,12,neg_aff,0
59,13,stress,1
59,13,pos_aff,2.4
59,13,neg_aff,1.2
59,14,stress,2
59,14,pos_aff,1.5
59,14,neg_aff,1.4
59,15,stress,3
59,15,pos_aff,1.8
59,15,neg_aff,1.8
59,16,stress,0
59,16,pos_aff,2.2
59,16,neg_aff,0.6
59,17,stress,1
59,17,pos_aff,2.2
59,17,neg_aff,0.2
59,18,stress,1
59,18,pos_aff,2
59,18,neg_aff,0.8
59,19,stress,0
59,19,pos_aff,2.8
59,19,neg_aff,0.4
59,20,stress,1
59,20,pos_aff,2
59,20,neg_aff,0.8
59,21,stress,1
59,21,pos_aff,1.6
59,21,neg_aff,1
59,22,stress,2
59,22,pos_aff,1.6
59,22,neg_aff,1.4
59,23,stress,1
59,23,pos_aff,2
59,23,neg_aff,0.4
59,24,stress,1
59,24,pos_aff,2
59,24,neg_aff,0.8
59,25,stress,1
59,25,pos_aff,1.8
59,25,neg_aff,0.8
59,26,stress,1
59,26,pos_aff,1
59,26,neg_aff,1.2
59,27,stress,0
59,27,pos_aff,2
59,27,neg_aff,0
59,28,stress,1
59,28,pos_aff,1.4
59,28,neg_aff,0.6
59,29,stress,2
59,29,pos_aff,2
59,29,neg_aff,1
59,30,stress,1
59,30,pos_aff,2
59,30,neg_aff,0.4
59,31,stress,1
59,31,pos_aff,2
59,31,neg_aff,0.2
59,32,stress,2
59,32,pos_aff,1.6
59,32,neg_aff,1.2
59,33,stress,1
59,33,pos_aff,1.5
59,33,neg_aff,1
59,34,stress,2
59,34,pos_aff,1.8
59,34,neg_aff,1.2
59,35,stress,1
59,35,pos_aff,1.8
59,35,neg_aff,1.4
59,36,stress,3
59,36,pos_aff,2
59,36,neg_aff,2.8
59,37,stress,1
59,37,pos_aff,1.4
59,37,neg_aff,1.2
59,38,stress,0
59,38,pos_aff,1.2
59,38,neg_aff,0
59,39,stress,0
59,39,pos_aff,3
59,39,neg_aff,0.4
59,40,stress,2
59,40,pos_aff,1.8
59,40,neg_aff,0.8
59,41,stress,1
59,41,pos_aff,3
59,41,neg_aff,0.2
59,42,stress,1
59,42,pos_aff,1
59,42,neg_aff,0.8
59,43,stress,2
59,43,pos_aff,1.4
59,43,neg_aff,2.2
59,44,stress,2
59,44,pos_aff,1.4
59,44,neg_aff,2.2
59,45,stress,4
59,45,pos_aff,1.4
59,45,neg_aff,2.6
59,46,stress,3
59,46,pos_aff,1.8
59,46,neg_aff,2.2
59,47,stress,1
59,47,pos_aff,2.6
59,47,neg_aff,2
59,48,stress,3
59,48,pos_aff,0.6
59,48,neg_aff,1.6
59,49,stress,2
59,49,pos_aff,1.2
59,49,neg_aff,1.2
59,50,stress,2
59,50,pos_aff,1.4
59,50,neg_aff,1
59,51,stress,2
59,51,pos_aff,1
59,51,neg_aff,0.8
59,52,stress,1
59,52,pos_aff,2.8
59,52,neg_aff,0.6
59,53,stress,0
59,53,pos_aff,2.2
59,53,neg_aff,0.4
59,54,stress,0
59,54,pos_aff,2.4
59,54,neg_aff,0.2
59,55,stress,2
59,55,pos_aff,1.4
59,55,neg_aff,0.8
59,56,stress,1
59,56,pos_aff,2.2
59,56,neg_aff,1
59,57,stress,1
59,57,pos_aff,2.8
59,57,neg_aff,1.8
59,58,stress,3
59,58,pos_aff,2.4
59,58,neg_aff,1.2
59,59,stress,1
59,59,pos_aff,2.4
59,59,neg_aff,0.8
59,60,stress,2
59,60,pos_aff,3.2
59,60,neg_aff,1
59,61,stress,2
59,61,pos_aff,2.4
59,61,neg_aff,1.2
59,62,stress,2
59,62,pos_aff,2.8
59,62,neg_aff,1.8
59,63,stress,1
59,63,pos_aff,2.8
59,63,neg_aff,1.4
59,64,stress,0
59,64,pos_aff,2.6
59,64,neg_aff,1
59,65,stress,1
59,65,pos_aff,3
59,65,neg_aff,1
59,66,stress,0
59,66,pos_aff,2.2
59,66,neg_aff,1.6
59,67,stress,1
59,67,pos_aff,2.4
59,67,neg_aff,1
59,68,stress,1
59,68,pos_aff,2.2
59,68,neg_aff,1.4
59,69,stress,1
59,69,pos_aff,2.4
59,69,neg_aff,1.2
59,70,stress,4
59,70,pos_aff,2.2
59,70,neg_aff,2.4
59,71,stress,0
59,71,pos_aff,2.8
59,71,neg_aff,2
59,72,stress,0
59,72,pos_aff,2.8
59,72,neg_aff,1.8
59,73,stress,1
59,73,pos_aff,2.2
59,73,neg_aff,1.6
59,74,stress,2
59,74,pos_aff,2.4
59,74,neg_aff,2
59,75,stress,1
59,75,pos_aff,2.6
59,75,neg_aff,1.2
59,76,stress,1
59,76,pos_aff,4
59,76,neg_aff,1
59,77,stress,0
59,77,pos_aff,3
59,77,neg_aff,1.8
59,78,stress,1
59,78,pos_aff,2.6
59,78,neg_aff,1.8
59,79,stress,0
59,79,pos_aff,2.4
59,79,neg_aff,2
59,80,stress,0
59,80,pos_aff,3.6
59,80,neg_aff,1.6
59,81,stress,0
59,81,pos_aff,3.2
59,81,neg_aff,1.6
59,82,stress,2
59,82,pos_aff,1.4
59,82,neg_aff,2.6
59,83,stress,0
59,83,pos_aff,2.6
59,83,neg_aff,1.6
59,84,stress,2
59,84,pos_aff,2
59,84,neg_aff,3.4
59,85,stress,0
59,85,pos_aff,3.2
59,85,neg_aff,1.6
59,86,stress,0
59,86,pos_aff,2.4
59,86,neg_aff,1.8
59,87,stress,0
59,87,pos_aff,3.2
59,87,neg_aff,1
59,88,stress,1
59,88,pos_aff,2.8
59,88,neg_aff,1.8
59,89,stress,0
59,89,pos_aff,3.2
59,89,neg_aff,0.8
59,90,stress,1
59,90,pos_aff,3.4
59,90,neg_aff,2.2
59,91,stress,0
59,91,pos_aff,3.2
59,91,neg_aff,1.6
59,92,stress,0
59,92,pos_aff,3.2
59,92,neg_aff,1.8
59,93,stress,2
59,93,pos_aff,3
59,93,neg_aff,2.2
59,94,stress,3
59,94,pos_aff,3
59,94,neg_aff,2.6
59,95,stress,0
59,95,pos_aff,3.8
59,95,neg_aff,1
59,96,stress,1
59,96,pos_aff,3
59,96,neg_aff,1.6
59,97,stress,1
59,97,pos_aff,3.2
59,97,neg_aff,1.2
59,98,stress,0
59,98,pos_aff,3
59,98,neg_aff,1.4
59,99,stress,0
59,99,pos_aff,3.2
59,99,neg_aff,0.6
59,100,stress,2
59,100,pos_aff,3
59,100,neg_aff,1.6
59,101,stress,1
59,101,pos_aff,3.2
59,101,neg_aff,1
60,1,stress,2
60,1,pos_aff,2
60,1,neg_aff,0.4
60,2,stress,0
60,2,pos_aff,2.4
60,2,neg_aff,0.2
60,3,stress,0
60,3,pos_aff,2.4
60,3,neg_aff,0.2
60,4,stress,1
60,4,pos_aff,2.5
60,4,neg_aff,0.8
60,5,stress,0
60,5,pos_aff,2.6
60,5,neg_aff,0.2
60,6,stress,1
60,6,pos_aff,2.8
60,6,neg_aff,0.4
60,7,stress,0
60,7,pos_aff,1.8
60,7,neg_aff,0.4
60,8,stress,0
60,8,pos_aff,1.4
60,8,neg_aff,0.4
60,9,stress,NA
60,9,pos_aff,NA
60,9,neg_aff,NA
60,10,stress,1
60,10,pos_aff,1.8
60,10,neg_aff,0.8
60,11,stress,1
60,11,pos_aff,2.2
60,11,neg_aff,0.6
60,12,stress,0
60,12,pos_aff,2
60,12,neg_aff,0
60,13,stress,NA
60,13,pos_aff,NA
60,13,neg_aff,NA
60,14,stress,0
60,14,pos_aff,2.6
60,14,neg_aff,0.2
60,15,stress,0
60,15,pos_aff,2
60,15,neg_aff,0.4
60,16,stress,1
60,16,pos_aff,1.8
60,16,neg_aff,0.6
60,17,stress,0
60,17,pos_aff,2.4
60,17,neg_aff,0.2
60,18,stress,1
60,18,pos_aff,2.6
60,18,neg_aff,0.6
60,19,stress,NA
60,19,pos_aff,NA
60,19,neg_aff,NA
60,20,stress,1
60,20,pos_aff,2.4
60,20,neg_aff,0.6
60,21,stress,1
60,21,pos_aff,2.4
60,21,neg_aff,0.6
60,22,stress,1
60,22,pos_aff,1.6
60,22,neg_aff,0.4
60,23,stress,1
60,23,pos_aff,1.6
60,23,neg_aff,0.4
60,24,stress,1
60,24,pos_aff,0.6
60,24,neg_aff,0.8
60,25,stress,0
60,25,pos_aff,2
60,25,neg_aff,0.4
60,26,stress,0
60,26,pos_aff,2.2
60,26,neg_aff,0.2
60,27,stress,0
60,27,pos_aff,2.2
60,27,neg_aff,0.6
60,28,stress,0
60,28,pos_aff,1
60,28,neg_aff,0.4
60,29,stress,2
60,29,pos_aff,1.6
60,29,neg_aff,1.8
60,30,stress,0
60,30,pos_aff,1.4
60,30,neg_aff,0.6
60,31,stress,1
60,31,pos_aff,1.6
60,31,neg_aff,1.4
60,32,stress,2
60,32,pos_aff,1.6
60,32,neg_aff,1.2
60,33,stress,0
60,33,pos_aff,1.4
60,33,neg_aff,0.8
60,34,stress,0
60,34,pos_aff,2.4
60,34,neg_aff,0.6
60,35,stress,1
60,35,pos_aff,1.8
60,35,neg_aff,0.8
60,36,stress,NA
60,36,pos_aff,NA
60,36,neg_aff,NA
60,37,stress,0
60,37,pos_aff,1.4
60,37,neg_aff,1
60,38,stress,2
60,38,pos_aff,1.8
60,38,neg_aff,0.8
60,39,stress,1
60,39,pos_aff,2.2
60,39,neg_aff,0.8
60,40,stress,1
60,40,pos_aff,1.2
60,40,neg_aff,0.6
60,41,stress,0
60,41,pos_aff,2.2
60,41,neg_aff,0.4
60,42,stress,3
60,42,pos_aff,2
60,42,neg_aff,0.8
60,43,stress,2
60,43,pos_aff,1.4
60,43,neg_aff,1
60,44,stress,1
60,44,pos_aff,2
60,44,neg_aff,0.4
60,45,stress,0
60,45,pos_aff,1.6
60,45,neg_aff,0.8
60,46,stress,1
60,46,pos_aff,1.4
60,46,neg_aff,1
60,47,stress,1
60,47,pos_aff,1.2
60,47,neg_aff,0.6
60,48,stress,0
60,48,pos_aff,2.2
60,48,neg_aff,0.4
60,49,stress,1
60,49,pos_aff,1.6
60,49,neg_aff,0.8
60,50,stress,3
60,50,pos_aff,1.6
60,50,neg_aff,0.8
60,51,stress,0
60,51,pos_aff,1.8
60,51,neg_aff,0.6
60,52,stress,1
60,52,pos_aff,1.4
60,52,neg_aff,0.8
60,53,stress,1
60,53,pos_aff,1.4
60,53,neg_aff,0.8
60,54,stress,NA
60,54,pos_aff,NA
60,54,neg_aff,NA
60,55,stress,0
60,55,pos_aff,2
60,55,neg_aff,0.4
60,56,stress,1
60,56,pos_aff,1.8
60,56,neg_aff,0.8
60,57,stress,NA
60,57,pos_aff,NA
60,57,neg_aff,NA
60,58,stress,NA
60,58,pos_aff,NA
60,58,neg_aff,NA
60,59,stress,2
60,59,pos_aff,1
60,59,neg_aff,2
60,60,stress,1
60,60,pos_aff,0.8
60,60,neg_aff,1
60,61,stress,1
60,61,pos_aff,0.8
60,61,neg_aff,1
60,62,stress,2
60,62,pos_aff,1.6
60,62,neg_aff,1.8
60,63,stress,1
60,63,pos_aff,1.2
60,63,neg_aff,1.6
60,64,stress,NA
60,64,pos_aff,NA
60,64,neg_aff,NA
60,65,stress,1
60,65,pos_aff,1.4
60,65,neg_aff,1.6
60,66,stress,2
60,66,pos_aff,1.4
60,66,neg_aff,1.8
60,67,stress,1
60,67,pos_aff,1.6
60,67,neg_aff,0.8
60,68,stress,0
60,68,pos_aff,2
60,68,neg_aff,0.4
60,69,stress,2
60,69,pos_aff,1.6
60,69,neg_aff,1
60,70,stress,2
60,70,pos_aff,1.8
60,70,neg_aff,0.8
60,71,stress,1
60,71,pos_aff,1.6
60,71,neg_aff,0.6
60,72,stress,2
60,72,pos_aff,2
60,72,neg_aff,0.6
60,73,stress,3
60,73,pos_aff,1.6
60,73,neg_aff,0.8
60,74,stress,3
60,74,pos_aff,1.8
60,74,neg_aff,0.8
60,75,stress,1
60,75,pos_aff,1.4
60,75,neg_aff,0.8
60,76,stress,2
60,76,pos_aff,1.2
60,76,neg_aff,0.8
60,77,stress,2
60,77,pos_aff,1.4
60,77,neg_aff,0.6
60,78,stress,1
60,78,pos_aff,1.6
60,78,neg_aff,0.4
60,79,stress,1
60,79,pos_aff,1.8
60,79,neg_aff,0.6
60,80,stress,2
60,80,pos_aff,1.4
60,80,neg_aff,1.2
60,81,stress,1
60,81,pos_aff,1.2
60,81,neg_aff,0.8
60,82,stress,1
60,82,pos_aff,1
60,82,neg_aff,0.8
60,83,stress,1
60,83,pos_aff,1.4
60,83,neg_aff,0.8
60,84,stress,1
60,84,pos_aff,0.8
60,84,neg_aff,1
60,85,stress,2
60,85,pos_aff,1.4
60,85,neg_aff,1.2
60,86,stress,NA
60,86,pos_aff,NA
60,86,neg_aff,NA
60,87,stress,1
60,87,pos_aff,1.4
60,87,neg_aff,0.8
60,88,stress,1
60,88,pos_aff,1
60,88,neg_aff,0.8
60,89,stress,0
60,89,pos_aff,0.4
60,89,neg_aff,0.4
60,90,stress,1
60,90,pos_aff,1.8
60,90,neg_aff,1
60,91,stress,1
60,91,pos_aff,1
60,91,neg_aff,0.8
60,92,stress,1
60,92,pos_aff,2.2
60,92,neg_aff,0.4
60,93,stress,1
60,93,pos_aff,2.2
60,93,neg_aff,0.2
60,94,stress,NA
60,94,pos_aff,NA
60,94,neg_aff,NA
60,95,stress,0
60,95,pos_aff,1.8
60,95,neg_aff,0.4
60,96,stress,0
60,96,pos_aff,1.6
60,96,neg_aff,0.4
60,97,stress,0
60,97,pos_aff,1.8
60,97,neg_aff,0.4
60,98,stress,1
60,98,pos_aff,2.2
60,98,neg_aff,0.4
60,99,stress,1
60,99,pos_aff,2
60,99,neg_aff,0.2
60,100,stress,3
60,100,pos_aff,1.4
60,100,neg_aff,0.6
60,101,stress,2
60,101,pos_aff,1.2
60,101,neg_aff,0.6
61,1,stress,4
61,1,pos_aff,1
61,1,neg_aff,1.8
61,2,stress,2
61,2,pos_aff,0.8
61,2,neg_aff,2
61,3,stress,NA
61,3,pos_aff,NA
61,3,neg_aff,NA
61,4,stress,NA
61,4,pos_aff,NA
61,4,neg_aff,NA
61,5,stress,NA
61,5,pos_aff,NA
61,5,neg_aff,NA
61,6,stress,NA
61,6,pos_aff,NA
61,6,neg_aff,NA
61,7,stress,NA
61,7,pos_aff,NA
61,7,neg_aff,NA
61,8,stress,NA
61,8,pos_aff,NA
61,8,neg_aff,NA
61,9,stress,NA
61,9,pos_aff,NA
61,9,neg_aff,NA
61,10,stress,NA
61,10,pos_aff,NA
61,10,neg_aff,NA
61,11,stress,NA
61,11,pos_aff,NA
61,11,neg_aff,NA
61,12,stress,NA
61,12,pos_aff,NA
61,12,neg_aff,NA
61,13,stress,NA
61,13,pos_aff,NA
61,13,neg_aff,NA
61,14,stress,NA
61,14,pos_aff,NA
61,14,neg_aff,NA
61,15,stress,NA
61,15,pos_aff,NA
61,15,neg_aff,NA
61,16,stress,NA
61,16,pos_aff,NA
61,16,neg_aff,NA
61,17,stress,NA
61,17,pos_aff,NA
61,17,neg_aff,NA
61,18,stress,NA
61,18,pos_aff,NA
61,18,neg_aff,NA
61,19,stress,NA
61,19,pos_aff,NA
61,19,neg_aff,NA
61,20,stress,NA
61,20,pos_aff,NA
61,20,neg_aff,NA
61,21,stress,NA
61,21,pos_aff,NA
61,21,neg_aff,NA
61,22,stress,NA
61,22,pos_aff,NA
61,22,neg_aff,NA
61,23,stress,NA
61,23,pos_aff,NA
61,23,neg_aff,NA
61,24,stress,NA
61,24,pos_aff,NA
61,24,neg_aff,NA
61,25,stress,NA
61,25,pos_aff,NA
61,25,neg_aff,NA
61,26,stress,NA
61,26,pos_aff,NA
61,26,neg_aff,NA
61,27,stress,NA
61,27,pos_aff,NA
61,27,neg_aff,NA
61,28,stress,NA
61,28,pos_aff,NA
61,28,neg_aff,NA
61,29,stress,NA
61,29,pos_aff,NA
61,29,neg_aff,NA
61,30,stress,NA
61,30,pos_aff,NA
61,30,neg_aff,NA
61,31,stress,NA
61,31,pos_aff,NA
61,31,neg_aff,NA
61,32,stress,NA
61,32,pos_aff,NA
61,32,neg_aff,NA
61,33,stress,NA
61,33,pos_aff,NA
61,33,neg_aff,NA
61,34,stress,NA
61,34,pos_aff,NA
61,34,neg_aff,NA
61,35,stress,NA
61,35,pos_aff,NA
61,35,neg_aff,NA
61,36,stress,NA
61,36,pos_aff,NA
61,36,neg_aff,NA
61,37,stress,NA
61,37,pos_aff,NA
61,37,neg_aff,NA
61,38,stress,NA
61,38,pos_aff,NA
61,38,neg_aff,NA
61,39,stress,NA
61,39,pos_aff,NA
61,39,neg_aff,NA
61,40,stress,NA
61,40,pos_aff,NA
61,40,neg_aff,NA
61,41,stress,NA
61,41,pos_aff,NA
61,41,neg_aff,NA
61,42,stress,NA
61,42,pos_aff,NA
61,42,neg_aff,NA
61,43,stress,NA
61,43,pos_aff,NA
61,43,neg_aff,NA
61,44,stress,NA
61,44,pos_aff,NA
61,44,neg_aff,NA
61,45,stress,NA
61,45,pos_aff,NA
61,45,neg_aff,NA
61,46,stress,NA
61,46,pos_aff,NA
61,46,neg_aff,NA
61,47,stress,NA
61,47,pos_aff,NA
61,47,neg_aff,NA
61,48,stress,NA
61,48,pos_aff,NA
61,48,neg_aff,NA
61,49,stress,NA
61,49,pos_aff,NA
61,49,neg_aff,NA
61,50,stress,NA
61,50,pos_aff,NA
61,50,neg_aff,NA
61,51,stress,NA
61,51,pos_aff,NA
61,51,neg_aff,NA
61,52,stress,NA
61,52,pos_aff,NA
61,52,neg_aff,NA
61,53,stress,NA
61,53,pos_aff,NA
61,53,neg_aff,NA
61,54,stress,NA
61,54,pos_aff,NA
61,54,neg_aff,NA
61,55,stress,NA
61,55,pos_aff,NA
61,55,neg_aff,NA
61,56,stress,NA
61,56,pos_aff,NA
61,56,neg_aff,NA
61,57,stress,NA
61,57,pos_aff,NA
61,57,neg_aff,NA
61,58,stress,NA
61,58,pos_aff,NA
61,58,neg_aff,NA
61,59,stress,NA
61,59,pos_aff,NA
61,59,neg_aff,NA
61,60,stress,NA
61,60,pos_aff,NA
61,60,neg_aff,NA
61,61,stress,NA
61,61,pos_aff,NA
61,61,neg_aff,NA
61,62,stress,NA
61,62,pos_aff,NA
61,62,neg_aff,NA
61,63,stress,NA
61,63,pos_aff,NA
61,63,neg_aff,NA
61,64,stress,NA
61,64,pos_aff,NA
61,64,neg_aff,NA
61,65,stress,NA
61,65,pos_aff,NA
61,65,neg_aff,NA
61,66,stress,NA
61,66,pos_aff,NA
61,66,neg_aff,NA
61,67,stress,NA
61,67,pos_aff,NA
61,67,neg_aff,NA
61,68,stress,NA
61,68,pos_aff,NA
61,68,neg_aff,NA
61,69,stress,NA
61,69,pos_aff,NA
61,69,neg_aff,NA
61,70,stress,NA
61,70,pos_aff,NA
61,70,neg_aff,NA
61,71,stress,NA
61,71,pos_aff,NA
61,71,neg_aff,NA
61,72,stress,NA
61,72,pos_aff,NA
61,72,neg_aff,NA
61,73,stress,NA
61,73,pos_aff,NA
61,73,neg_aff,NA
61,74,stress,NA
61,74,pos_aff,NA
61,74,neg_aff,NA
61,75,stress,NA
61,75,pos_aff,NA
61,75,neg_aff,NA
61,76,stress,NA
61,76,pos_aff,NA
61,76,neg_aff,NA
61,77,stress,NA
61,77,pos_aff,NA
61,77,neg_aff,NA
61,78,stress,NA
61,78,pos_aff,NA
61,78,neg_aff,NA
61,79,stress,NA
61,79,pos_aff,NA
61,79,neg_aff,NA
61,80,stress,NA
61,80,pos_aff,NA
61,80,neg_aff,NA
61,81,stress,NA
61,81,pos_aff,NA
61,81,neg_aff,NA
61,82,stress,NA
61,82,pos_aff,NA
61,82,neg_aff,NA
61,83,stress,NA
61,83,pos_aff,NA
61,83,neg_aff,NA
61,84,stress,NA
61,84,pos_aff,NA
61,84,neg_aff,NA
61,85,stress,NA
61,85,pos_aff,NA
61,85,neg_aff,NA
61,86,stress,NA
61,86,pos_aff,NA
61,86,neg_aff,NA
61,87,stress,NA
61,87,pos_aff,NA
61,87,neg_aff,NA
61,88,stress,NA
61,88,pos_aff,NA
61,88,neg_aff,NA
61,89,stress,NA
61,89,pos_aff,NA
61,89,neg_aff,NA
61,90,stress,NA
61,90,pos_aff,NA
61,90,neg_aff,NA
61,91,stress,NA
61,91,pos_aff,NA
61,91,neg_aff,NA
61,92,stress,NA
61,92,pos_aff,NA
61,92,neg_aff,NA
61,93,stress,NA
61,93,pos_aff,NA
61,93,neg_aff,NA
61,94,stress,NA
61,94,pos_aff,NA
61,94,neg_aff,NA
61,95,stress,NA
61,95,pos_aff,NA
61,95,neg_aff,NA
61,96,stress,NA
61,96,pos_aff,NA
61,96,neg_aff,NA
61,97,stress,NA
61,97,pos_aff,NA
61,97,neg_aff,NA
61,98,stress,NA
61,98,pos_aff,NA
61,98,neg_aff,NA
61,99,stress,NA
61,99,pos_aff,NA
61,99,neg_aff,NA
61,100,stress,NA
61,100,pos_aff,NA
61,100,neg_aff,NA
61,101,stress,NA
61,101,pos_aff,NA
61,101,neg_aff,NA
62,1,stress,1
62,1,pos_aff,1.2
62,1,neg_aff,1.2
62,2,stress,1
62,2,pos_aff,0
62,2,neg_aff,0.4
62,3,stress,0
62,3,pos_aff,0
62,3,neg_aff,0
62,4,stress,1
62,4,pos_aff,1.2
62,4,neg_aff,1
62,5,stress,0
62,5,pos_aff,0.4
62,5,neg_aff,0.2
62,6,stress,1
62,6,pos_aff,0.2
62,6,neg_aff,0.6
62,7,stress,1
62,7,pos_aff,1
62,7,neg_aff,1
62,8,stress,2
62,8,pos_aff,1.4
62,8,neg_aff,1.2
62,9,stress,0
62,9,pos_aff,1.6
62,9,neg_aff,1.2
62,10,stress,0
62,10,pos_aff,1.6
62,10,neg_aff,0.6666666666666666
62,11,stress,0
62,11,pos_aff,0.6
62,11,neg_aff,0.4
62,12,stress,0
62,12,pos_aff,1.8
62,12,neg_aff,1.2
62,13,stress,0
62,13,pos_aff,0.6
62,13,neg_aff,0.4
62,14,stress,0
62,14,pos_aff,0.2
62,14,neg_aff,0.8
62,15,stress,0
62,15,pos_aff,0.6
62,15,neg_aff,1
62,16,stress,0
62,16,pos_aff,0.4
62,16,neg_aff,0.6
62,17,stress,0
62,17,pos_aff,0.8
62,17,neg_aff,0.8
62,18,stress,0
62,18,pos_aff,0.4
62,18,neg_aff,0.4
62,19,stress,0
62,19,pos_aff,0.8
62,19,neg_aff,0.6
62,20,stress,0
62,20,pos_aff,1
62,20,neg_aff,0.4
62,21,stress,0
62,21,pos_aff,0.8
62,21,neg_aff,1.2
62,22,stress,0
62,22,pos_aff,1
62,22,neg_aff,0.8
62,23,stress,0
62,23,pos_aff,0.2
62,23,neg_aff,0.2
62,24,stress,1
62,24,pos_aff,0.2
62,24,neg_aff,1.6
62,25,stress,1
62,25,pos_aff,0
62,25,neg_aff,1
62,26,stress,1
62,26,pos_aff,0.4
62,26,neg_aff,0.6
62,27,stress,0
62,27,pos_aff,0.4
62,27,neg_aff,0.4
62,28,stress,0
62,28,pos_aff,0.4
62,28,neg_aff,0.6
62,29,stress,0
62,29,pos_aff,0.2
62,29,neg_aff,0.8
62,30,stress,0
62,30,pos_aff,0
62,30,neg_aff,0.4
62,31,stress,0
62,31,pos_aff,0.2
62,31,neg_aff,0.6
62,32,stress,0
62,32,pos_aff,1
62,32,neg_aff,0.8
62,33,stress,0
62,33,pos_aff,0
62,33,neg_aff,0.6
62,34,stress,0
62,34,pos_aff,0.6
62,34,neg_aff,0.4
62,35,stress,1
62,35,pos_aff,1.4
62,35,neg_aff,1
62,36,stress,1
62,36,pos_aff,1.4
62,36,neg_aff,0.8
62,37,stress,2
62,37,pos_aff,1
62,37,neg_aff,1.8
62,38,stress,2
62,38,pos_aff,2.2
62,38,neg_aff,1.8
62,39,stress,0
62,39,pos_aff,0.8
62,39,neg_aff,1.6
62,40,stress,0
62,40,pos_aff,0.4
62,40,neg_aff,1.2
62,41,stress,2
62,41,pos_aff,0.6
62,41,neg_aff,1
62,42,stress,NA
62,42,pos_aff,NA
62,42,neg_aff,NA
62,43,stress,0
62,43,pos_aff,0.8
62,43,neg_aff,0.8
62,44,stress,0
62,44,pos_aff,0.2
62,44,neg_aff,1.2
62,45,stress,1
62,45,pos_aff,0.6
62,45,neg_aff,0.6
62,46,stress,NA
62,46,pos_aff,NA
62,46,neg_aff,NA
62,47,stress,0
62,47,pos_aff,0.6
62,47,neg_aff,0.8
62,48,stress,0
62,48,pos_aff,0.4
62,48,neg_aff,1.2
62,49,stress,1
62,49,pos_aff,0.6
62,49,neg_aff,1.4
62,50,stress,0
62,50,pos_aff,0.6
62,50,neg_aff,0.8
62,51,stress,1
62,51,pos_aff,0.4
62,51,neg_aff,1.2
62,52,stress,1
